No.,Social_acceptance,Comment
3032,Yes,বাল ফেলে দিয়েছে
3033,Yes,শাট ডাউন
3034,Yes,প্রত্যেকেই সিল মেরে দেওয়া হউক যাতে বোঝা যায় যে তারা লক ডাউন দেখতে বের হয়েছিলো.....
3035,Yes,হোগার উপরে দিলে আর ও বেশি ভালো হতো
3036,Yes,"খাবার, ঔষুধ, কিস্তির জ্বালা এছাড়া অনন্যা টুকিটাকি চাহিদা গুলো কতজনের ঘরে পৌঁছে দিছে জাতি জানতে চায়।"
3037,Yes,স্বাধীন দেশে স্বাধীন জনগণকে এইভাবে হয়রানি করা কতখানি যৌক্তিক মানুষের ঘরে খাবার আছে কিনা সে নিশ্চয়তা কি আগে দিছে তারা
3038,Yes,এগুলা কি দেশদ্রোহী? নাকি বিরোধী দলের ষড়যন্ত্র??
3039,Yes,অবৈধ সরকারের লকডাউন ভঙ্গ করলে আর কি বাল হবে।
3040,Yes,তাদেরকে জেলে ভরে রাখেন।কারণ বাইরে থাকলে জীবিকার তাগিদ থাকবেই। জেলে থাকলে আপনারা ই খাবার দিবেন
3041,Yes,করোনায় মুত্যুর চেয়ে আটকের সংখ্যা বেশী
3042,Yes,লক ডাউন সাধারণ মানুষের জন্য খুবই কষ্ট কর। মানুষ কত কষ্ট করে চলাচল করতেছে।
3043,Yes,আটকের সংখ্যা যেনো আক্রান্তের সংখ্যাকে না ছাড়িয়ে যায়
3044,Yes,এদিকে আমাদের এখানকার সাপ্তাহিক হাট আগের চেয়েও আরো জমজমাট ভাবে চলছে।
3045,Yes,"গরীব শ্রমিক দিয়ে কল কারখানা খোলা রেখে যদি উচ্চবিত্তের জীবন জীবিকা সচল রাখা যায়, রাস্তায় যদি ধনীদের প্রাইভেট কার চলতে পারে তাহলে বারবার কেন তথাকথিত লকডাউনের নামে মধ্যবিত্ত ও নিম্নবিত্তের জীবন জীবিকা বন্ধ রাখা হচ্ছে?!এই চরম অমানবিকতা ও জুলুমের শেষ কোথায়?"
3046,Yes,লকডাউনের নামে সাধারণ মানুষের সাথে রক্ষীবাহিনীর মতো আচরণ করছে আইনশৃঙ্খলা বাহিনী!!দেশের মাজলুম ও গরীব মানুষের উপর এসব জুলুম বন্ধ করুন।
3047,Yes,জেল ভরে যাবে জায়গা হবে না
3048,Yes,কাজের চাপে এখনো লকডাউন দেখতে যেতে পারিনি। বিকেলের দিকে যাবো ভাবছি।
3049,Yes,তা ই না কি ভা ই
3050,Yes,নতুন একটা ফাইজলামি শুরু হইছে।
3051,Yes,"একজন সচেতন নাগরিক হিসেবে আমার/আপনার দায়িত্ব লকডাউন সঠিক ভাবে পালন করা হচ্ছে কিনা দেখে আসা ,জেল -জরিমানা হলে হোক তারপর ও দেখা উচিত সত্যিই কি লকডাউন চলতেছে কিনা"
3052,Yes,"আসামি ধরতে আমরাও পারি, তার প্রমান এই ১৬৭ জন অপরাধী গ্রেফতার"
3053,Yes,"শিল্প কারখানা খোলা যেখানে, সেখানে জাতিকে সচেতন করানোর কিছু নাই।যেখানে পেটের খিদা, অফিসে ঠিক সময়ে পৌছাতে না পারলে চাকরী হাড়ানোর উৎকন্ঠা, সে তো সচেতন হওয়ার সুযোগই পাচ্ছে না।"
3054,Yes,তাদের সবার পরিবার এর সদস্য সহকারে জেল দেওয়া হউক।
3055,Yes,তোরে কি ভিতরে না বাইরে রাখছে
3056,Yes,ক্যাশ করি নাও
3057,Yes,অফিস ও কলকারখানা খোলা রেখেছেন আবার সাধারণ মানুষকে আটকানো হচ্ছে! এটা কেমন তামাসা । অফিস খোলা থাকলে তো কর্মীরা যাবেই।
3058,Yes,নোয়াখালীর কোম্পানি গঞ্জের খবর কি
3059,Yes,বান্দরগুলাকে চিড়িয়াখানায় নির্দিষ্ট দুরত্বে রাখার জন্য জোর দাবি জানাই!
3060,Yes,বাহঃ চমৎকার সবার যঝন ইনকাম বন্ধ পুলিশ মামাদের পকেট গরম
3061,Yes,টাকা বা মোবাইল নিয়ে কেউ বাহিরে যাবেন না। ।।।
3062,Yes,করোনা মোকাবেলায় লকডাউন মেনে চলুন। নিজে বাঁচুন দেশকে বাঁচান।
3063,Yes,সচেতনার অভাবে আমরা বড় কোন দুর্ঘটনার অংশ হয়ে যেতে পারি। এই করোনা মহামারীতে পরিবারের সকলের সুরক্ষা নিশ্চিত করাই আমাদের প্রাথমিক দায়ীত্ব। নিজে সচেতন থাকুন এবং অন্যকে সচেতন হতে উৎসাহিত করুন।
3064,Yes,"লকডাউন কোনো ব্যাক্তি বা দলের স্বার্থে দেয়া হচ্ছেনা, জনগনের নিরাপত্তা নিশ্চিত করতে লকডাউন দেয়া হয়েছে। করোনা মহামারি সারাদেশে ব্যপক রুপ ধারণ করছে। আর এর থেকে পরিত্রানের একমাত্র পথ লকডাউন। সুতরাং সরকারের সিদ্ধান্তের বিরোধ করার উদ্দেশ্যে লকডাউনের বিরোধ করে জন জীবন ঝুকিতে ফেলবেন না।"
3065,Yes,"সংক্রমণের আরও বৃদ্ধি ঠেকানোর জন্য মাস্ক পরা, নিয়মিত হাত ধোয়া, শারীরিক দূরত্ব বজায় রেখে চলা এবং অন্যান্য স্বাস্থ্যবিধি রক্ষার প্রতি সবাইকে আরও মনোযোগী ও দায়িত্বশীল করে তোলার জন্য ব্যক্তিগত, পারিবারিক, প্রাতিষ্ঠানিক উদ্যোগ বাড়াতে হবে।"
3066,Yes,যাক জেলখানায় তো আর না খাইয়ে রাখবেনা।
3067,Yes,কোন থানায় আছস?
3068,Yes,এই ঘটনার তিব্র নিন্দা ও হালকা প্রতিবাদ জানাচ্ছি
3069,Yes,"লকডাউনে জনগণের ইনকাম বন্ধ হইচে তাতে কার কি আসে যায়,,, পুলিশের ইনকাম বাড়ছে!! লোক ধরে থানায় নিবে আর ওই লোকরে ছুটাইতে আবার পুলিশে টাকা দিতে হবে বাহ চুদির ভাই"
3070,Yes,১৬৭ টি সেদ্ধ ডিমের দাম ১৬৭*১০= ১৬৭০৳।সরকারের অনেক বড় লস হয়ে যাবে
3071,No,এইদেশে অপরাধের বিচারও হয় নাকি?মানিনা অযৌক্তিক লকডাউন।
3072,Yes,এভাবে আটক করলে আমাদেরও কারখানায় চাকরি করা লাগবে। উদ্দেশ্য ; ঘর থেকে বের হওয়া+খাবার জোগাড়।
3073,Yes,"এই ১৬৭ জন মানুষের বাড়িতে খোঁজ নিয়ে দেখবেন হয়তো ২/৩ দিন চুলায় আগুন জ্বলে নাই।তাই হয়তো সহ্য না করতে পারে কিছু আহারের খোঁজে বেরিয়েছে। আরে ভাই লকডাউন,সাটডাউন এই সব দেওয়ার আগে ঐ সব লোকেদের কথা একবার চিন্তা করেন এবং খাদ্যের নিশ্চিত করেন দেখবেন বাসা থেকে বাড়ি থেকে একটা লোকও বের হবে না।"
3074,Yes,"আমি পরতাছিলাম বিএনপি ,,"
3075,Yes,লকডাউন বঙ্গ করা বুঝি অপরাধ??
3076,Yes,বাহ বাহ
3077,Yes,বাহ অনেক মহৎ কাজ করছে।অনেক বড় বড় অপরাধী ধরছে
3078,Yes,বর্তমান শাটডাউন /লকডাউন এর মানে এমন দাঁড়ায় :-১)হাগা যাবে কিন্তু মুতা যাবে না ২) বিয়ে করা যাবে কিন্তু বাসর করা যাবে না
3079,No,তাদেরকে রাষ্ট্রীয় অতিথি ভবন মেঘনায় রাখা হোক।
3080,Yes,"একটা প্রশ্ন, বাহিরে বের হলেই যদি পুলিশ ধরে নেয় তাহলে লক্ষ লক্ষ গারমেন্টস শ্রমিক কি প্লেনে করে অফিস করে???"
3081,Yes,"মাত্র,এখনো অনেক বাকি।প্লিজ,আজকের কোটা পূর্ণ করার জন্য অনুরোধ করছি।"
3082,Yes,এ জাতি বড়ই অদ্ভুত
3083,Yes,এই বালের লকডাউন চোদার টাইম নাই
3084,Yes,এদেরকে করোনা রুগীর সাথে রাখা উচিৎ।
3085,Yes,জনসম্মুখে পিটানো হোক
3086,Yes,"পুলিশ কি জরিমানার কমিশন পায়, মানে এমন সিস্টেম আছে?"
3087,Yes,খাবার দিয়েছে কয়জনের ঘরে?
3088,Yes,আমি একটু আমার আব্বুরে মেনশন দিয়ে চাইসিলাম
3089,Yes,এরা কি সবাই বিএনপি?
3090,Yes,বালের ডাউন
3091,Yes,আমি তো সারাদিন ঘুরে বেরালাম আমার তো কিছু হলো না
3092,Yes,ধন্যবাদ সাংবাদিক ভাই। নিজের জীবনের ঝুঁকি নিয়ে আমাদের মাঝে এমন একটা বাস্তব সত্য ঘটনা তুলে ধরার জন্য।
3093,Yes,"পুলিশ কয়জন আটক করল এই নিউজ না করে কয়জন না খেয়ে মরল এটা নউজ করেন,কারণ বাংলাদেশের মানুষ,পুলিশ প্রতিদিন অনেক মানুষকেই ধরে,,,"
3094,Yes,সবাইকে একই রুমে তালাবদ্ধ করার জোর দাবী জানাচ্ছি
3095,Yes,এদিকে সারাদিন নাওয়া খাওয়া বন্ধ করে পুলিশ দেখার জন্য বাহিরে টই টই করে ঘুরে বেড়ানো আমি
3096,Yes,"পকেটে এক পাতা নাপা, এক পাতা সস্তা গ্যাসের ট্যাবলেট, আর এক পাতা হিস্টাসিন কিনে রেখে বের হলেই ত হত. ...ধরা মাত্র বলবে যে ফার্মেসীতে গেছিলাম ওষুধ নিতে...বোকারা বাহিরে বের হবি কৌশল জানতে হবে ত এখন"
3097,Yes,লকডাউন কেমন চলে দেখতে গিয়ে যারা আটক হয়েছে তাদেরকে কিভাবে আটক করা হচ্ছে সেটা দেখতে গিয়ে যদি আরো কয়েকশো লোক আটক হয় তাহলেও অবাক হবো না । সবই সম্ভব ।
3098,Yes,লকডাউনকঠোর লকডাউনসর্বোত্বক লকডাউন সাট ডাউন কোন ডাউনে কাজ হবে না কারন বিয়ের আসল আনন্দ বাসর রাতেই থাকে সেটা পরে আর পাওয়া যায় না।
3099,Yes,"আইন হলো মাকড়সার জালের মতো বড় বড় পোকা গুলো ছিড়ে বেড়িয়ে আসে, আর ছোট পোকা গুলো আটকে যায়"
3100,Yes,তোর ১৪ঘুষটির ভিতরে কেহ কোরোনায় মারা গেছে কি
3101,Yes,আজীবন বন্ধ করে দেন আপনার তো কথাই ঠিক নাইআপনার থেকে নাহিদ কাক্বু ভালো ছিলো খালা।
3102,Yes,এই অবস্থা ইস্কুল খোলার দরকার নাই আপু আপনার সিদ্ধান্ত অনেক ভরো ভালো থাকেন দোয়া করি
3103,Yes,তাহলে শিক্ষা মন্ত্রীকে একবছরের জন্য ছুটি দিয়ে দিন৷আর সরকারি চাকুরির বয়স সিমা ৩৫বছর করা হোক
3104,Yes,কাজী কে মেয়ে দেখতে বলছি সমস্যা নাই
3105,Yes,বেয়াদবি বাদ দেন।
3106,Yes,"মাননীয় শিক্ষামন্ত্রী আপনার সাথে সহমত পোষণ করছি,,,কারণ যেখানে কর্মস্থান সংকট সেখানে এইরুপ বাক্য উচ্চারণ করাই সবথেকে ভাল,,,"
3107,Yes,"আর পেছনের দুইটা কি চেহারা দেখানোর জন্য দাড়িয়ে ছিল,,,এর আগে কখনো ক্যামেরার সামনে আসেনি মনে হয়,,,,"
3108,Yes,"শিক্ষা মন্ত্রীর কি খুব দরকার কোন কাজ ই তো নাই, পদত্যাগ করেন আজাইরা বসে বসে ভাতা নিচ্ছেন।"
3109,No,"মন্ত্রী এমপি দের কো নিজেস্বতা নাই কারন এরা পা চাটা গোলাম উপরে যাই বসে আছে সে যদি বলে এখন মুততে হবে মুত না আসলেও মুতবে যেমন ষাড়ের দুধ দেওয়ার মত, এরা সব বুঝে সব জানে তবুও ঢাকা শহরে যে ভাবে গাড়ি চলে সে তুলনায় স্কুল কলেজে আরো ফাকা অবস্থা এরা এর কাছে খারাপ হ মতে চায় না আর এরা ক্ষমতায় সারাজীবন থাকতে চায় এটাই মেইন উদ্দেশ্য"
3110,Yes,"যানবাহন চলে,অফিস আদালত খোলা,দৈনন্দিন জীবনের সব কার্যক্রম দিদ্যামান।তাহলে স্কুল মাদ্রাসা কি সমস্যা।"
3111,Yes,আপনার সব কথা ঠিকই আছে কিন্তু বেতন টা হাফ করে দিলে কি হতো আপনার। অনেক গরীব লোক আছে দিন আনে দিনে খাবার খায় বন্ধের ভিতরেও টিচারেরা ফুল বেতন নিতে আছে।
3112,Yes,সর্বাত্মক প্রস্তুতি ছিলোকিন্তু সেই প্রস্তুতিটা কি সেটা ক্লিয়ার করে বলেনআর সর্বাত্মক প্রস্তুতি নিলে স্বাস্থ্য বিধি মেনে অনায়াসে নিয়মের মধ্যে স্কুল কলেজ বিশ্ববিদ্যালয় খুলে দেয়া সম্ভব
3113,Yes,"পুরান কথা আর ভালোলাগে না ,,"
3114,Yes,বিশাল দুরত্ব বজায় রেখে কথা বলছেন।
3115,Yes,যে দেশে শিক্ষা প্রতিষ্ঠান বন্ধ। নাইট ক্লাব খোলা। সে দেশে মানুষ গুলো শিক্ষিত না হয়ে যৌন ব্যবসায়ি তো হবে।।
3116,Yes,"চোপা দিয়ে বলেন যে এক বছর পরীক্ষা না দিলে কিছু হবে না, আবার চাকরি ক্ষেত্রে ঠিকই রেপুটেটেড ইউনিভার্সিটি থেকে গ্রাজুয়েট + ৩ বছরের অভিজ্ঞতা চেয়ে বসেন, তখন এই কথাগুলা মনে থাকেনা?? আপনাদের কথা বলতে তো ট্যাক্স লাগেনা, কোন সেন্স লাগেনা, তাই মুখের সামনে ১৪ টা লাইট ক্যামেরা মাইক পাইলে যা পান বলে দেন, অদূর ভবিষ্যতে যে কতটা সাফার করতে হবে তা কেবল ইউনিভার্সিটি তে যারা পড়তেছে তারাই জানে। পাবলিক ইউনিভার্সিটি দের দেড় বছর বসায় রাখতেছেন, না দিচ্ছেন কোন প্রমোশন না দিচ্ছেন কোন কিছু। অথচ তারা বাংলাদেশের অন্যতম বিশ্ববিদ্যালয়গুলোতেই পড়তেছে। এই হচ্ছে আপনাদের সেন্স অফ হিউমার. আমার তো মনে হয় গাজার সাপ্লাই আপনারাই দেন সবাইকে, তাই তো এই অবস্থা। পড়াশোনা থেকে দেড় টা বছর ছাত্র ছাত্রী রা দূরে চলে গেছে, তারপর তাদের মস্তিষ্ক ই এখন কাজ করে না, অনেকে আবার ডিপ্রেশনে পড়ে সুইসাইড করতেছে। এরপরও বলবেন এক বছর পড়াশোনা না করলে কিছু হবে না?? ইন্টারভিউ বোর্ডে গেলে তো ঠিকই আগা থেকে মাথা পর্যন্ত ছেকে ছেকে নিয়ে চাকরি দিবেন।"
3117,Yes,"নাইট ক্লাব খোলা থাকে বারোটার পর ও আর যতো সব ঝামেলা স্কুল, কলেজে"
3118,Yes,নাহিদ কাকু কে যত যাই কিছু বলো তোমরা আপার মত এত নির্বোধ ছিল না হয়তো।
3119,Yes,"সপ্তায় তিনদিন করে অধে্ধক বাকি অধে্ধক তিনদিন , টেবিল এর দুই মাথায় দুইজন করে চালু রাখার জন্য অনুরোধ করছি,"
3120,Yes,আপনার পাশে লোকজন যে ভাবে ভিড় করছে মনে হয় না বাংলাদেশে কোন ভাইরাস আছে নাইট ক্লাব রাজনৈতিক হাট বাজার সবইতো খোলা শুধু মাএ শিক্ষা প্রতিষ্ঠান নিয়ে এত নাটক কেন?
3121,Yes,বাচ্চাদের ঘরে কিভাবে রাখবেন.....যেখানে ঘরে থাকে না....এগুলা বাদ দিয়ে গুলা খোলার ব্যবস্থা করেন....
3122,Yes,"চাকরির জন্য না হোক, বিবাহ করার জন্য হলেও ম্যাম আমার এই বছরে পড়াশুনা শেষ করা প্রয়োজন"
3123,Yes,"এক বছর এই শিক্ষা মন্ত্রী না থাকলে কিছু হবে না, ,,,,তার পর ও স্কুল কলেজ খোলা চাই,,,,"
3124,No,তাহলে অাপনি ১ বছর শিক্ষা মন্ত্রী থেকে অবসর নেনতাতে তেমন কোন ক্ষতি হবে না
3125,Yes,আমার প্রশ্ন হচ্ছে অনার্স ১ম ২য় ৩য় বর্ষের শিক্ষার্থীরা অটো পাশ পাচ্ছে আমাদের ৪র্থ বর্ষ এরা কি দোষ করলো? কিছু একটা ব্যবস্থা তো করবেন
3126,Yes,যাদের সন্তান করোনায় আক্রান্ত হয়েছে তাঁরা জানে এটা কতোটা কষ্টের।। মাননীয় শিক্ষামন্ত্রীকে আমি অসংখ্য ধন্যবাদ জানাই তাঁর সিদ্ধান্তে অটল থাকার জন্য। যদি জীবনটাই চলে যায় শিক্ষা দিয়ে কি হবে? আমরা অত্যান্ত জেদ করছি স্কুল কলেজ খোলা নিয়ে। কোনও মানে নেই এর। যার যার সন্তান তার তার কোল জুড়ে থাক।।
3127,Yes,"তুর কি পাইদা স্কুল কলেজ না খুলে দিয়ে, করোনা কি শুধু স্কুল আর কলেজে"
3128,Yes,"সবকিছু চলে শুধু স্কুল চলে না আপনাদের সংবাদমাধ্যম ও বিভিন্ন কাজে একতা হয়ে সব করেন কই আপনারাতো দূরুত্ব বজায় রেখে চলেন না তাতে করোনা সংক্রমণ হয় না শুধু স্কুল কলেজ খুললে করোনা বাড়বে ২বছর যাবত কোনো পরীক্ষা হচ্ছে না তাতে কোনো ক্ষতি হচ্ছে না,,,"
3129,Yes,এই মহিলা কথা বলার সময় নিজের ভংগি দিয়ে বুঝাতে চান তিনি অনেক জ্ঞানী অনেক কিছু করছেন।আসলে কোন বালই ফেলাতে পারেন না।ফালতু
3130,Yes,সবকিছু খুলে দেওয়া হয়েছে খালির শিক্ষাপ্রতিষ্ঠানগুলো বন্ধ কেন এটা আমরা জানতে চাই
3131,No,"সামনে মাস্ক পড়লে করোনা ধরে পিছনে থাকলে ধরে না,,তাই ওরা গলায় পড়ছে"
3132,Yes,"আপামনি আপনার ছাত্রত্ব নেই ,পদে বসে অনেক উপদেশ দেওয়া যায়।"
3133,Yes,এর প্রতিফল জাতি ভোগ করবে ১০ বছর পর।
3134,Yes,মুর্খ
3135,Yes,"এরপর বছর শেষে বউ গুলা আপনার পিছন দিয়ে ভই*রা দিতে হবে,তাইতো?"
3136,Yes,১ বছরের কোন মূল্য নাই যেহেতু এক বছরের জন্য ক্ষমতা ছেড়ে দেন।আপনাদের একদিনের মূল্য আছে একজন ছাত্রের তা নয় কী!!!!
3137,Yes,এক বছর না দুই বছর পার হচ্ছে এখন ও পরীক্ষা দিতে পারি নাই।
3138,Yes,আপনার পুলাপান গুলা তো বাংলাদেশে নাই।এ জন্যই আপনার কোনো মাথা ব্যাথা নাই।
3139,Yes,আমাদের জাতীয় ভার্সিটি তে অটো পাস চাই মাননীয় শিক্ষামন্ত্রী ডাক্তার দীপু মনি আপা
3140,Yes,"আমাদের মাননীয় শিক্ষামন্ত্রীর দৃষ্টি আকর্ষণ করছিআপনাদের কিছু কথা জানানোর ছিল তাই এই পোস্টটি করাআমাদের এখন যে পরিস্থিতি যাচ্ছে এটা আমরা কেউ আশা করি না বা এটা আমরা কেউ ভাবতেও পারিনি এরকম পরিস্থিতিতে আমরা পড়বো।যাই হোক আমরা হয়তো এই মহামারী নামক একটি আতঙ্ক মধ্য দিয়ে হয়তো ভালোই যাচ্ছি।আমরা যারা প্রাইভেট শিক্ষা প্রতিষ্ঠানে পড়াশোনা করছি তাদের ক্লাস হোক বা না হোক, পরীক্ষা হোক বা না হোক প্রতি মাসের বেতন এক্সাম ফি আরো যত যত ফি আছে সব দেয়া লাগছে। আমাদের সপ্তাহে তিন দিন ক্লাস নেওয়া হয়। তারমধ্যে প্রতিদিন আগে হত আধাঘন্টা একটি ক্লাস আর এই দুই তিন মাস হল যে দুইটা করে ক্লাস নিচ্ছে। হিসাব করলে গড়ে দেখা যাবে প্রতিমাসে আমাদের ক্লাস নেয়া হচ্ছে অনলাইনে 12 ঘন্টা। আমরা অন্য সময় প্রতিদিন ক্লাস করতাম 6 থেকে 7 ঘন্টার মত তাহলে হিসাব করে দেখা যায় প্রতিমাসে আমাদের ক্লাস হচ্ছে দুই দিন। প্রতিমাসে আমাদের বেতন দেওয়া লাগছে 2000 টাকা কারো বা কম বেশি আর অনলাইনে এক্সাম ফি দেয়া লাগছে 300 টাকা।কথাটা হচ্ছে এই করোনা পরিস্থিতিতে আমাদের সবারই বলতে গেলে আর্থিক সমস্যা হচ্ছে। তারমধ্যে আমাদের প্রাইভেট শিক্ষা প্রতিষ্ঠান নিয়ম হচ্ছে পিছনের বকেয়া বেতন গুলো ও এই এক্সাম ফি না দিলে পরীক্ষা দিয়া যাবে না এবং এই পরীক্ষা না দিলে আমাদের ইয়ার চেঞ্জ হবে না। বিগত 15 মাস ধরে আমাদের শিক্ষা প্রতিষ্ঠান বন্ধ জানিনা আরো 15 মাস বন্ধ থাকবে কিনা। কিন্তু এইভাবে আমরা আর কতদিন দিয়ে যাবো এইভাবে তো কারো জীবন চলেনা। জীবন কেন এভাবে তো কোন শিক্ষা চলে না, এইটা কি মূল শিক্ষা? আমরা কি শিক্ষা পাচ্ছি? কোনরকম এটেন্ড করে মাসে 12 ঘণ্টা ক্লাস করে 2000 টাকা বেতন দিয়ে লাগছে। এভাবে কতদিন পারব আমরা। কবে আমাদের ক্লাস চেঞ্জ হবে। ক্লাসে যাব ক্লাস করবো। এটা যদি আজীবন যদি এই রকম থাকে। তাহলে কি আমাদের আজীবন এইভাবে টাকা দিয়ে যাওয়া লাগবে।আমরাতো মধ্যবিত্তদের সন্তান আমাদের টাকার সম্পদ নেই যে ওইগুলো বিক্রি করে তাদের দিয়ে যাব। হ্যাঁ তাদের প্রাইভেট প্রতিষ্ঠান, আমাদের বেতন দিয়েই তাদের প্রতিষ্ঠানের চলে। হ্যাঁ আমরা ভালোবাসি আমাদের প্রতিষ্ঠানকে কারন আমরা এই প্রতিষ্ঠানের কারনে ভালো একটি শিক্ষা পাব। আমরা চাই আমাদের প্রতিষ্ঠান সমাজে ভাল পজিশনে থাকুক। তাই বলে প্রতিমাসে এইভাবে কোনরকম ক্লাস করাবে আর মাসে মাসে টাকা দিয়ে যাবো বেতন দিয়ে যাব। আবার এই বেতন গুলো না দিলে বই পাব না পরীক্ষা দিতে পারবো না, অন্যান্য কোন কিছু পাবোনা ক্লাস করতে পারবোনা, আরো অনেক অনেক নিয়ম।আমরা যারা প্রাইভেট প্রতিষ্ঠানে পড়াশোনা করি তারা সবাই ধনী পরিবারের সন্তান না, অনেকে অনেক শ্রেণীর মানুষ আছে, অনেক জায়গা থেকে আসে, তাদের বাবা অনেক ছোটখাটো পেশায় জড়িত। স্বাভাবিক অবস্থানে থাকার সময় পড়াশোনা করানো সংসার চালানো তাদের উপর একটা বোঝা হয়ে যাচ্ছিল। তারপর এই করোনাকালীন আরো অনেক বেশি বোঝা গায়ের উপর এসে পড়েছে। অনেকে হয়তো সুইসাইড করছে, অনেকে পড়াশোনা ছেড়ে দিচ্ছে অনেকে অনেক দিকে চলে যাচ্ছে। তাই বলে আমরা কি আমাদের স্বপ্নপূরণ করতে পারবোনা এইটাই কি শিক্ষা? আমরা কোন শিক্ষার দিকে যাচ্ছি? আমাদের শিক্ষা কি এটাই শিখায় যেতে তোমরা স্বপ্ন দেখতে পারবা না তোমাদের স্বপ্ন পূরণ হবে না। কি হবে শিক্ষা দিয়ে?"
3141,Yes,স্কুল-কলেজ না খুলে যত উদ্যোগ নেওয়ার নেন.... আমরা আপনার সাথে আছি
3142,No,না খোলবেন ভালো কথা অনলাইন সকল গেম গুলো বন্ধ করে দিন বাচ্চা গুলো সব পিতা মাতার অবাধ্য হয়ে যাচ্ছে
3143,Yes,"হ আজাইরা কথা বইলা,,,,আমাদের টাকাগুলো নষ্ট করবেন শুধু"
3144,Yes,"হই আপনাদের চেষ্টা মুল্লার দোকান পযন্ত, স্কুল কলেজ পযন্ত যেতে পারলো না"
3145,Yes,যুবসমাজ আজ ধংসের মুখে লেখাপড়া ছেড়ে দিয়ে তারা আজ নাশকতা শুরু করেছে তাই অতি শীঘ্রই স্কুল খুলে দিয়ে তাদের লাইন এ আনার ব্যবস্থা করুন
3146,Yes,ধাক্কা- ধাক্কী কইরেন না আস্তে আস্তে কমেন্ট করবেন.!আগের- বার আমার জুতা ছিঁড়ে গেছিলো.!
3147,Yes,আরো ৬ টা মাস্ক এক সাথে এক টার উপর আর এক টা পরেন দীপু খালা। তাতে করোনা না থাকলেও অন্তত কেমেরার সামনে করোনা করোনা লাগবে। আর ছুটি বাড়াতে ভাল লাগবে।
3148,Yes,"শিক্ষা জাতির লকডাউন। ( শিক্ষা জাতির মেরুদণ্ড বাদ হয়ে গেছে) লকডাউনের বালাই নেই। কিন্তু বাসের ভিতরে গাদা গাদি করে বসা ও দাড়িয়ে থেকে ৬০% ভাড়া বেশি দিয়ে এবং স্কুল কলেজ বন্ধ থাকার নাম-ই লকডাউন, কঠোর লকডাউন ও বিশেষ লকডাউন। বা গরীব, কঠোর গরীব ও বিশেষ গরীব এবং শিক্ষা জাতির লকডাউন চলছে চলবে। যেখানে করোনা শুধু চিকিৎসা সেবা ও মাক্স পড়ার উপর কঠোর নজরদারি দেয়ার কথা ও মানুষ যাতে ভালো ভাবে চিকিৎসা সেবা পায়। কিন্তু সেটা না করে চিকিৎসা সেবা হচ্ছে ডাকাতি। আর দেয়া হয়েছে স্কুল কলেজ বন্ধ ও মধ্যবিও, গরীবের জীবিকা বন্ধ আর ৬০% ভাড়া বাড়িয়ে শেষ করে দেওয়া। কঠোর নজরদারি দেয়ার কথা চিকিৎসা সেবা কিন্তু সেটা না করে কঠোর নজরদারি দেয়া হয়েছে স্কুল কলেজে। সাবাস বাংলাদেশ। আমার সোনার বাংলা আমি তোমায় ভালো বাসি।"
3149,No,(আয় লাপ বিউ) দিপু বুনি.
3150,No,মাননীয় শিক্ষামন্ত্রী ওতো ওজুহাত না দেখিয়ে লেখা পড়া বন্ধ করে দেন।
3151,Yes,"যে দেশে নাইটক্লাব খোলা রেখে শিক্ষা প্রতিষ্ঠান, বন্ধ রাখে সে দেশে জ্ঞানচর্চা না হয়ে যৌন চর্চা হওয়াটাই স্বাভাবিক"
3152,Yes,এসব জঘন্য রাজনীতি বন্ধ করেন । দেশটাকে জ্ঞানশূন্য করার ষড়যন্ত্র বন্ধ করেন
3153,Yes,শিক্ষাপ্রতিষ্ঠান বন্ধ রাখেন পোলাপানের পড়ার ক্ষতি হইতেছে সবকিছু শিক্ষাপ্রতিষ্ঠান বন্ধ
3154,Yes,"শিক্ষক সমাজ কি আর বলবে!! উনারা তো এখন রাজনীতিতে ব্যাস্ত সময় কাটাচ্ছেন। মাস শেষে একাউন্টে এসে বেতন ঢুকছে। একবার শুধু বেতন বন্ধ বা এক মাসের বেতন অর্ধেক দিন, দেখবেন উনারাই স্কুল খুলে দেওয়ার জন্য আন্দোলন করবেন।"
3155,Yes,"তারা (সরকার) বসে বসে ডুগডুগি বাজায়! আমরা তো উন্নয়নের মহাসড়কেই উঠে গেছি। উন্নয়ন মানেই কি মগবাজার ফ্লাইওভার? পত্রিকায় পড়েছি সব শিক্ষাপ্রতিষ্ঠানের সঙ্গে কিন্ডারগার্টেনও বন্ধ, কিন্ডারগার্টেন মানে একটি বিশেষ মানের শিক্ষাপ্রতিষ্ঠান। এর একজন প্রিন্সিপাল নিজের শিক্ষাপ্রতিষ্ঠানের চেয়ারটেবিল বিক্রি করে ভাড়া পরিশোধ করেছেন, এরপর গ্রামে গেছেন। গ্রামের বাজারে চা বিক্রি করছেন। লজ্জা করে না এই শিক্ষামন্ত্রীর? লজ্জা করে না এই প্রধানমন্ত্রীর?’ এ ধরনের ঘটনা এমন কী ভ্যানগাড়ি চালায়, রিকশা চালায়, শিক্ষিত মানুষ যারা চাকরি হারিয়েছেন যাদের প্রতিষ্ঠান বন্ধ। গ্রাম-গ্রামান্তরে অনেক মানুষ এমন। বাংলাদেশে শিক্ষার চূড়ান্ত অপমান এ রকম করে হচ্ছে।"
