No.,Social_acceptance,Comment
1120,yes,"মহান আল্লাহ তাআলা ইরশাদ করেন, ‘আমি তোমাদের বিশ্রামের জন্য নিদ্রা দিয়েছি, তোমাদের জন্য রাত্রিকে করেছি আবরণস্বরূপ আর দিনকে বানিয়েছি তোমাদের কাজের জন্য। ’ (সুরা : নাবা, আয়াত : ৯-১১)খুব ভোরে ঘুম থেকে উঠা সম্পদ ও জ্ঞানের জন্য পূর্বশর্ত। বলা যায় সফলতার চাবিকাঠি। কেননা ভোররাতে বা দিনের শুরুতে সবচেয়ে বেশি কল্যাণ থাকে। শুধু ইবাদত-বন্দেগিই নয়, দুনিয়াবি কাজের জন্যও এটি সবচেয়ে উপযুক্ত ও বরকতময় সময়। রাসুলুল্লাহ (সা.) ভোরবেলার কাজের জন্য বরকতের দোয়া করেছেন।আমি নিজেই তার প্রমাণ। বছরের পর বছর রাত জেগে লেখাপড়া করেছি। জীবনের সব পরীক্ষায় টপার ছিলাম। লেখাপড়ায় কখনো কেউ পেছনে ফেলতে পারেনি। কিন্তু আফসোস! মারাত্মক অসুস্থ হয়ে পরপর ২ বছর স্টাডি ব্রেক। সব স্বপ্ন শেষ! রাত জেগে অত লেখাপড়া আমার জীবনে কোনো কাজেই আসেনি। কোনো বরকত হয়নি।এখন গভমেন্ট জব করি। পাশাপাশি বেশ কিছু ব্যবসা আছে। আজকের মত ব্যাতিক্রম ছাড়া কখনো রাত জাগিনা। ফজরের নামাযের পর বিছানায় থাকিনা। মা শা আল্লাহ! আল্লাহ জীবনকে বরকত ও রহমতে পরিপূর্ণ করে দিয়েছেন।"
1122,No,ইভ্যালি ডেসটিনের মত হতে বেশি দিন নাই আর বাটালি সিকদারের রিভিউর ছবি কিভাবে তুলছে ভালো হয়নি মনে হলো শয়তানের শয়তানির তেলের ফ্যাক্টরির বিল্ডিং এর ছবি বাটালি মনে হয় গর্ভে গর্ভবতী হয়ে গেছে ।
1123,No,খুব ভালো লাগতেছে বুঝতেছি।হাল ও বেড়েছে এবার ছবিতে যেরকম বাড়ি দেখলাম এই রকম একটা বাড়ি ইভালিতে ১০০% ডিসকাউন্ট এ একখানা বাড়ির অর্ডার করুন।
1124,No,কয় মাসে স্বপ্ন পুরন হলো ভাই?
1125,No,"আমি তো ভয় পাইছিল, ইভ্যালি কি দালানের ঠিকাদারিও করে কিনা।"
1126,No,ভাই তুই মানুষ না ইভ্যালি??
1127,No,আমি ভাবছি ইভ্যালি থেকে বাড়ী পেলেন... ইস মাথই নষ্ট
1128,No,ভাই আসলেই আপনি একটা ইভ্যালি
1129,Yes,ভাই এটা পুরান কমেডি
1130,No,আরেকটা স্বপ্ন পূরণ হবে আপনার যদি বিল্ডিংটার পেছনের ও দুই পাশের ছবি তুলতে পারেন
1131,No,আরে ভাই আমি তো মনে করছি কি না কি। মনে করছি ইভেলির টাকায় বিল্ডিং করছেন।
1132,Yes,"ভাইরে ভাই, আমি ভাবলাম ইভ্যালি বাড়ি বিক্রি করা শুরু করে দিছে নাকি"
1133,No,"আজও পায়নি,,বছর পেরিয়ে গেল,,,বালের ইভালি"
1134,No,"তোমাদের কোন ভয় নাই,দেশ ছেড়ে এখনো যাই নাই!ইভ্যালি থেকে রাসেল পাঠা বলছি"
1135,No,"৫মাস চলতেছে ভণ্ডামি বাদ দেন,,,"
1136,Yes,"এসব তারকা /মডেল টাকা যেখানে পাবে সেখানেই যাবে। এদের কে দেখিয়ে এড দিয়ে লাভ নেই। সেবার মান বাড়ান, সময়মতো ডেলিভারি দেন, তানাহলে যেকোনো সময় দেশ ছেড়ে পালিয়ে যাবে সেটা নিশ্চিত"
1137,Yes,ইন্না লিল্লাহি ওয়া ইন্না ইলাইহির রাজিউন।
1138,No,"আমিও আজকে অর্ডার করছি আল্লাহ ভরসা ইভ্যালীর সাথে ছিলাম আছি থাকবো, তবে একটু হিসাব নিকাশ করবের রাসেল স্যার বিশেষ করে বাইকটা সেলটাই বেশী ঝামেলা হচ্ছে মনে হয়।"
1139,Yes,সব চেয়ে বড় কথা হলো ইভালিরা একটা বিশাল চক্র বানিয়েছে তারা ফেসবুকে ইউটিউবে বিভিন্ন গ্রুপ তৈরি করেছে যেখানে মধু মিধুর কিথা বলে সাধারন জনগণকে বিশ্বাস কিরাচ্ছে তারা আসল কিন্তু ধিরে ধিরে সবাইকে শুধের দিকে নিচ্ছে
1140,Yes,ভাই আপনি কি ইভ্যালির এজেন্ট? রমজান মাসে খেজুর অডার করেছিলাম ৭ দিনে ডেলিভারি দিবে বলেছিল।এখনও কোন খবর নাই।
1141,Yes,হায়রে !!! কয় টাকা দেয় এই সব পোস্টের জন্য? আমাদের বলুন তাহলে আমরাও এই রকম পোস্ট করে টাকা উপার্জন করে ইভ্যালিতে অর্ডার করা প্রোডাক্ট যেহেতু ৬ মাসেও দিচ্ছে না তাহলে এই ক্ষতিপূরণ পোস্ট এর মাধ্যমে উপার্জন করে পুষিয়ে নেই।
1142,Yes,"ওরা যেভাবে বাটপারি শুরু করেছে,তাতে তাদের পেছনে লাগা স্বাভাবিক।"
1143,No,মানে আম্নে নিজেও গুয়া মারা খাবেন লগে অন্যদেন হোগা মারতে চান নিজের রাস্তা নিজে মাপেন ভাইআম্নের যদি মনে হয় এই অবস্থায় বেশি বেশি করে অর্ডার দিয়া নিজে হোগা মারতে তাইলে মারান গিয়াঅন্যদের কে টানেন কেন
1144,Yes,সাথে ছিলাম আছি থাকবো
1145,Yes,ইভ্যালি আমাদের দেশীয় কোম্পানি। আমি চাই ইভ্যালি এগিয়ে যাক।
1146,Yes,সমস্যা নাই। আপনার মনের অবস্থা আমরা বুঝতে পারছি ভাই। অনেক টাকা আটকে গেছে মনে হয়....।
1147,Yes,আমি আজ পর্যন্ত যাই অর্ডার করলাম সেটাই রিফান্ড করছে কিন্ত টাকা ফুল পেমেন্ট করে নাই চার মাস পর 100 টাকা প্রফিট কোনোটা 200 টাকা প্রফিট। রিফান্ড করছে তাও এখনো পাইনি হাতে কবে পাবো জানিনা তবে প্রোডাক্টগুলো পেলে ভালো হতো বড় আশা করে ইভ্যালিতে অর্ডার করেছিলাম কিন্তু সেই আশার পূরণ করতে পারল না
1148,No,ইভ্যালি চোর।
1149,Yes,ডেসটিনিতেও সাবেক একজন সেনা প্রধানকে চেয়ারম্যানের পদ এবং অবসরপ্রাপ্ত কয়েকজন সচিব কে বিভিন্ন পদে বসিয়ে ও কোন লাভ হয় নাই। এখানে যাদের ছবি প্রকাশ করেছেন তারা সবাই চুনপুটি এরা নিজেরাই এদের ব্রাণ্ড ভ্যালু ধরে রাখতে পারে না।
1150,No,"আশ্চর্য লাগে বাঙ্গালীর চামচামির লেভেল দেখলে।কি সুন্দরভাবে মানুষকে প্রলোভন দেখাচ্ছে।উনি কত বড় অর্থনীতিবিদ যে এত বড় বিপুল পরিমাণ ঘাটতি পুষিয়ে নিবেন, তাও আবার নিজের কোন উৎপাদিত পণ্য থাকলে একটা কথা ছিল।"
1151,No,"ব্র‍্যান্ড ভ্যালু ধুয়ে পানি খানআর একটা কথা আছে, যারা কমেন্ট করছেন দয়া করে বানান ঠিক রাখুন। উত্তেজিত অবস্থায় দ্রুত কমেন্ট করতে গিয়ে বানান ভুল করবেন না। আমরা যারা কমেন্ট পড়তে আসি, আমাদের পড়তে বেশ অসুবিধা হয়।"
1152,No,এই দেশে যাই হোক তেল বাজের অভাব নাই
1153,Yes,শুভ কামনা রইল ইভ্যালির জন্য।
1154,No,"৪৩০ কোটি দেনা,,, অপরপক্ষে মূলধন আছে ইভালির ৬৫ কোটি মতো।.ইভ্যালি কেমনে দাঁড়াবে হোগামারার হিসাবটা যদি কেউ দিতেন!"
1155,Yes,"ইভ্যালির কাছে 4 লক্ষ 75 হাজার টার প্রডাক্ট পাবো ,তারপর ও হতাশ হয়নি দোয়া করি ইভ্যালি কোম্পানি বেচে থাকুক কারন এখোনো কোটি মানুষের স্বপ্ন পুরুন হতে বাকি আছে ভালো থাকুক রাসেল ভাই ,আমি রাসেল ভাই এর সাথে আছি ,"
1156,Yes,এখনও ৪৫০ হাজার টাকার পন্য আনড্লিভারি তার পরও ইভেলীর সাথে আছি
1157,Yes,"আপনারা সেই অপপ্রচারের জবাব কর্মের মাধ্যমে দিন, আমাদের অর্ডারকৃত পন্য গুলো সঠিক সময়ে আমাদের মাঝে পৌঁছে নিন, তাহলে ইভ্যালির প্রতি আমাদের আস্থা অটুট থাকবে, অপপ্রচারে কোন কাজে অসবে না, আমরা ও কথা দিচ্ছি ইভ্যালির সাথেই থাকব।"
1158,Yes,আইনের আওতায় আনতে তো দোষের কিছু নাই।
1159,Yes,ইনশাআল্লাহ ইভ্যালির পক্ষে আছি এবং থাকব...
1160,No,ছিটিং সালারা বাটপার মাগিরপোলারা
1161,Yes,রাসেল ভাইয়ের পাশের মহিলা কে?
1162,Yes,আচ্ছা ইভ্যালির কি এমন পৈত্রিক বাপদাদার ভিটা আছে যে লস করে টিকতে চাচ্ছে?
1163,Yes,এটাকেই বলে সাহসী ব্যবসায়ী। ই ভেলি এক সময় অনেক অনেক এগিয়ে যাবে বলে আমি বিশ্বাস করি
1164,Yes,"আপনি পাশে থেকে সাপোর্ট দিয়ে যান।ইভ্যালির হেসেল আর সহ্য করার মত নাই।২০১৯ সাল থেকে পাশে ছিলাম।কিন্তু আর পারছি না,দিন কে দিন এদের হেসেলের মাত্র বেড়েই চলছে।"
1165,No,"কিছু ছাগল পাগল আছে অর্ডারের কোন খবর নাই আয়শা গুতাগুতি করে, লাখ লাখ টাকা পইরা রইছে তাদের কোন চিন্তা নাই ১০ টাকার প্রোডাক্ট কিন্না চিল্লাচিল্লি করে,ওই ছাগল গুলার জন্য এখন এই অবস্থা!"
1166,No,ইভ্যালীর দালাল তথা রাসেলের রুহানী সন্তানদের থেকে সাবধান
1167,Yes,"আপনার সাথে সহমত পোষণ করছি।ইভ্যালী প্রতারণা করবে না সেটাও সত্য।কিন্তু আমার গত বছর জুনের টাকা এখনো দিচ্ছে না। সেক্ষেত্রে আমি ইভ্যালীকে কি মনে করবো? তার পরও যদি আস্থা রাখতে হয়, তাহলে তো এই টাকা ২০২৪ সালের আগে পাওয়ার কোন সম্ভাবনা নেই। রাসেল ভাইয়ের হিসেবে ইভ্যালী ২০২৪ সালে লাভের মুখ দেখবে।"
1168,Yes,"স্যার, রিভিউ দিয়ে আমাদের অনুপ্রেরণা দেয়ার জন্য আপনাকে আন্তরিকভাবে ধন্যবাদ।আমরা সর্বদা আপনাদের সর্বোচ্চ সেবা দেয়ার জন্য কাজ করে যাচ্ছি। আশা করছি নতুন নতুন প্রোডাক্ট ক্রয় করার পাশাপাশি আপনার অভিজ্ঞতা আরো সুন্দর হবে।দ্রুততম সময়ে (সুপার শপ থেকে অর্ডার করে সর্বোচ্চ ৩ ঘন্টার মধ্যে ডেলিভারি বুঝে নিন এছাড়াও, অন্যান্য শপের ক্ষত্রে ঢাকার ভিতরে ২৪ ঘন্টা এবং ঢাকার বাইরে ৭২ ঘন্টা) পণ্যের ডেলিভারি পেতে অর্ডার করুন ইভ্যালি প্রায়োরিটি স্টোরে। অর্ডার করলেই পাচ্ছেন মূল্যবান রিওয়ার্ড পয়েন্ট!ইভ্যালির সাথে থাকার জন্য আপনাকে অসংখ্য ধন্যবাদ।"
1169,Yes,যেহেতু প্রসেসিং কিছু নাই।তার মানে শেষ ২/৩ মাস লোন অর্ডার করেন নাই
1170,Yes,"ব্রাদার, আপনি নুন খেয়েছেন তাই গুন গাচ্ছেন। আমার এখনো নুন খাওয়ার সৌভাগ্য হয়নি। তাই আপনার সুরে সুর মিলিয়ে গুন গাইতে পারছি না বলে আন্তরিক দুঃখ প্রকাশ করছি।"
1171,Yes,"বুঝা যাচ্ছে, আপনি নিজেও একজন ব্যবসায়ী, ইভ্যালী থেকে কিনে পার্সোনালী সেল করেন ... ভালো :)"
1172,Yes,আরে রাখেন মিয়া।তিন মাস আগে অর্ডার করছি কোন খবর নাই।
1173,Yes,ইভ্যলির লেইট ডেলিভারির প্রতি বিরক্ত হয়ে অনেকগুলো অর্ডার দেখি ক্যান্সেল করেছেন।
1174,No,মিয়া টাউটারি করার আর জায়গা পান না??? ২৪ এপ্রিলের পর আপনি কোন অর্ডার করেন নাই।এর মানে হচ্ছে আপনি ইভ্যালি কে বিশ্বাসই করেন না
1175,Yes,কিরে ভাই রাত্রে দুইটার সময় ডেলিভারি দিয়েছেন নাকি
1176,Yes,ইভ্যালির সাথে ছিলাম আছি থাকবো
1177,Yes,ইভ্যালি তে স্বপ্ন পূরণ!
1178,Yes,"প্রত্যাশা আর প্রাপ্তির এই মস্ত ব্যবধানটাই বিপদজনক। ইতিহাস ও বাস্তবতা, উভয় ভাবেই তা বহুবার প্রমানিত।"
1179,Yes,যারা প্রোডাক্ট পাচ্ছে না তাদের সমস্যা নিয়ে আপনার মতামত কি? নাকি তারা হুদাই চিল্লায়?
1180,Yes,পিকড করা প্রোডাক্ট গুলো ডেলিভারি করে দিন।
1181,Yes,কি যে শুরু হলো ইভ‍্যালির ফাঁদে পা দিয়ে প্রয়োজনীয় অপ্রয়োজনীয় জিনিস কিনে মানুষ এখন ঋণগ্রস্থ।
1182,Yes,"ডেলিভারী গতকাল পেয়েছি, আজ ও পেলাম পিকড অবস্হায়।ধৈর্য্য ধরতে হবে, ধৈর্য্য হারালে নগদ টাকা দিয়ে দোকান থেকে কিনতে হবে।ভাবতে অবাক লাগে ইভ্যালী লস দেয়, আর ওদিকে কাষ্টমার রা নাকি ব্যবসা ও করে।প্রডাক্ট পাবার ধৈর্য্য অনেক কঠিন।"
1183,Yes,"এইসব ফাইজলামি মার্কা পোস্ট কেনো যে দেন বুঝি না। ১ ঘন্টায় ডেলিভারি দিবেন বলছেন কিন্তু আমার এই প্রোডাক্ট ডেলিভারি দেখাচ্ছে আরো ২ মাস ধরে, কিছুই হয় না।"
1184,No,"ইভালি কে বলা আর কুকুর চানাকে কুত্তার বাচ্চা বলা সমান কথা, ঈদের আগে দেওয়ার কথা আর এক ঈদ আসছে"
1185,Yes,১ মাসের কথা বলে ২ মাস হয়ে গেল পণ্য পাই নাই। কারণ কি??কল দিলেও ধরেন না???
1186,Yes,সফট ড্রিংক আনতে আনতে মেহমান বাসায় গিয়া ঘুমাবে
1187,Yes,কোক ডেলিভারিতে ৯০ দিন লাগবে আর আমরা বোকা আগে টাকা দিয়ে দিই তারপর ৯০ দিন অপেক্ষা বাইক দেন ৬ মাস অপেক্ষা করব
1188,Yes,কেউ আমাকে বুঝান যে ১৫ মিনিটের মধ্যে দোকানে গিয়ে একটা বোতল নিয়ে আসার যায়গায় কে ১ টা ঘন্টা বসে থাকবে অনলাইনে কোক/স্প্রাইট অর্ডার দিয়ে। মানুষ কি এখন এতই অলস হয়ে গেসে?
1189,Yes,আর কত প্রতারণা করবেন মানুষের সাথে?
1190,Yes,"এই বোতল বেচে কি পুলাপাইনের চা পানির খরচ উঠবো, ধরা খাই গেলা মামুরা"
1191,Yes,রোনালদো নিষেধ করাতে আমরা এখন কোকা-কোলা খাই না
1192,Yes,"এই রকম পাপর বাদ দেন আমাকে ১কেজির পরিবর্তে দেয়া হয় ১ প্যাকেট যার ওজন ৩০০ গ্রাম আমাকে গত ১৯ দিনেও সমাধান দেননি, আমি আমার ওর্ডার করা পণ্য ঠিক ঠাক ভাবে ফিরে পেতে চাই"
1193,No,"একশটা কমেন্ট পড়লাম, একটাও পজিটিভ কমেন্ট না। আর সব কমেন্টের রিপ্লাইয়ে একই কথা। তবুও কিছু ছাগল ইভ্যালির বন্দনা গায়।"
1194,No,ভোকচোদ জাতীয় বাটপার বাসার নিচে গেলে ৫ মিনিটে আনা যায় এসব
1195,Yes,"দয়া করে ,পুরনো অডার গুলো আগে ডেলিভারির ব্যাবস্থা করুন ।"
1196,Yes,আপনার কি মনে হয় তাদের পরিবর্তন হবে? আমার মনে হয় না
1197,Yes,রমজানের খেজুর অর্ডার এখনো ডেলিভারি পেলাম না
1198,Yes,"অর্থ ছাড় দিবেননা ভালো, কিন্তু গ্রাহকের টাকা ফেরত দেওয়ার কি সিস্টেম যদি ৭ দিনের মধ্যে পণ্য না দিয়ে ঘুড়াই বিক্রেতা????"
1199,Yes,ভাই আমরা তো একনো পাইনি দু মাস হলো
1200,Yes,"ই-কমার্স ধ্বংস হবে এই নীতিমালায়। অাগের মতো কেউ ই-কমার্স থেকে স্বল্প ডিসকাউন্টে পণ্য ক্রয় করবেনা।অাগে ইভ্যালির ক্যাম্পেইনে যা অর্ডার পড়তো, এখন বর্তমান নীতিমালার জন্য ১০% অর্ডারও পড়বেনা।"
1201,Yes,যারা ইতিমধ্যে ইভ্যালীতে পন্যের অর্থ প্রদান করেছে এবং দীর্ঘদিন যাবত পন্যসামগ্রী ডেলিভারি পাচ্ছে না। তাদের বিষয়ে একটা সঠিক দেওয়া নির্দেশনা প্রয়োজন।
1202,Yes,ধন্যবাদ বাংলাদেশ ব্যাংকে
1203,Yes,"আগে যেই অর্ডার ছিল সেই অর্ডারগুলো আগে দিয়ে দেন,নতুন করে আবার ফাদ পাচ্ছেন ভন্ডামি করার। এসব ভন্ডামি না করে পুরানো অর্ডারগুলো আগে দেন, তাহলে মানুষ বিশ্বাস করবে"
1204,Yes,"ই কমার্স ইন্ডাস্ট্রির এবারআকাশ ভরা তারা,,,,,,"
1205,Yes,এইবার দেখি ৫ লাখ টাকার বাইক ৩ লাখে কেমনে দেয়.....বহুত ধান্ধা বাজি করছত তরা.....
1206,Yes,"বাংলাদেশের নির্লজ্জ ই-কমার্স ই-ভ্যালিতে ৬ মাস আগের অর্ডার করা পন্য এখনো পেলাম না, এর কি কোনো প্রতিকার নেই??"
1207,No,আপনাদের মাধ্যমে এই নিয়মকারী কর্তৃপক্ষের মুখে ১০০ থাপ্পড় পৌঁছে দিতে চাই। দেওয়া যাবে?
1208,Yes,"সুষ্ঠ নীতিমালা হয়নি। এই নীতিমালা এমন হয়ে দাঁড়িয়েছে যে,পায়ে ব্যাথা সেজন্য পা কেটে ফেলে দেওয়ার আয়োজন করলো।"
1209,Yes,আমার নিকট থেকে ৮০০/- টাকা নিয়ে আজ ১ মাস ১৫ দিন হলো চাউল দিবে অথচ এখনো চাউল দেয় নাই। এদেশের বিচার হওয়া উচিত।
1210,Yes,"নিঃসন্দেহে প্রশংসনীয় উদ্যোগ, জনস্বার্থ রক্ষার্থে বিশাল ভুমিকা রাখবে। অনলাইন বিক্রেতারা যথাসময়ে ডেলিভারি না দিলে, ব্যাংক থেকে টাকা ফেরত পেতে ভোক্তাদের হয়রানি না হলেই হল ।রিটার্ন পেতে এক্সটা পেমেন্ট গুনতে না হলেই ভোক্তা অধিকার রক্ষার যথার্থতা।"
1211,Yes,দারুণ
1212,No,ইভ্যালী আলেশামার্টকে বলব এই বালের দেশে বিজনেস না করে বিদেশে গিয়ে বিজনেস করেন।এই বালের দেশে কোনদিনিও কোন বিজনেস করে এগিয়ে যাওয়া পসিবল না।
1213,No,ই-কমার্স সাইটের টাকা নিয়ন্ত্রণ করবে বাংলাদেশে ব্যাংক আর বাংলাদেশ ব্যাংকের টাকা নিয়ন্ত্রন করবে কোরিয়ান হ্যাকাররা ঠোকো তালিয়া ঠোকো
1214,Yes,অনেক মজা হইছে এবার
1215,Yes,যেগুলো অর্ডার গুলো আগে করা আছে সেগুলোর কি হবে।
1216,Yes,এই আইন আগেই করা উচিৎ ছিল। তারা তো আর এখন পেন্ডিং প্রডাক্ট গুলো আর দিবে না।
1217,Yes,"যতদূর জানি, তারা তো আগেই টাকা নিয়ে নেয়।এগুলো তো প্রিপেইড।"
1218,Yes,ই-কমার্স সাইটে এবং মোবাইল ব্যাংকিং সিস্টেমে নমিনির নাম রাখা উচিৎ। কেউ মারা গেলে তার জমাকৃত টাকার কোন হদিস থাকে না।
1219,Yes,"এই খবর ইভ্যালি জানার পর,তারা সাইক্লোন অফার বাদ দিয়ে,,এখন থেকে""হালকা ঝড়ো হাওয়া অফার""""দমকা হাওয়া অফার"" আনবে বাজারে,...আর হলো না কম দামে বাইক কেনা"
1220,Yes,পন্য ডেলিভারি না দিয়েই ডেলিভারি দেখিয়ে দিচ্ছে কুরিয়ার। আমার কাছ থেকে কোনো ওটিপিনেয়নি। তাহলে তারা এভাবে ডেলিভারি দেখিয়ে ব্যাংক থেকে পেমেন্ট নিলে তখন কি হবে গ্রাহকের? বিচার করে রায় পেতে অনেক ঝামেলা ও সময়ের ব্যাপার। আর কথায় আছে এক দখল সাত ডিগ্রি
1221,Yes,খুবই ভাল উদ্যোগ। কার্যকর চাই দ্রুত।
1222,Yes,সরকারি দপ্তরে এরকম রুল হয় না কেনো যতসব প্রতিটা সরকারি দপ্তর দুর্নীতিগ্রস্থ ভূমি অফিস ১০০ থেকে ১০০ দুর্নীতিগ্রস্ত যেখানে অতিরিক্ত টাকা ঘুষ ছাড়া ফাইল লারা চারা করেনা ৷
1223,Yes,কার্যকর হবে কবে থেকে?
1224,Yes,বাণিজ্যর ১২ টা বাজানোর পথে বাংলাদেশ ব্যাংক।
1225,Yes,"ক্যাশ অন ডেলিভারি সিস্টেম করা উচিত বা পণ্যের সমপরিমাণ টাকা যেকোন গেটওয়ের মাধ্যমে পরিশোধ করার পর, ঐসব গেটওয়ের কাছে টাকা জমা থাকবে, যখন পণ্য হাতে আসবে, তখন একটি কোড নাম্বার দিয়ে ডেলিভারি কনর্ফাম করার পর, উক্ত টাকা ঐ কোম্পানীর একাউন্টে চলে যাবে।"
1226,Yes,কোকাকোলা কোথায় গেল আমরা আজও আশাবাদী আইফোনের জন্য..
1227,Yes,ঠিক আছে এটাই করা দরকার ছিল।
1228,Yes,তো আমরা যারা অলরেডি কয়েকমাস আগে টাকা দিয়ে পণ্যের আশায় বসে আছি তাদের কি হবে...??
1229,Yes,ভালো সিদ্ধান্ত
1230,Yes,ধন্যবাদ বাংলাদেশ ব্যাংকে সঠিক দূরদর্শী সিদ্ধান্ত নিতে পারার জন্য। এসব ই কমার্স প্রতিষ্ঠান আন্তর্জাতিক মানের কোন ই কমার্সকে যদি ফলো করতো তাহলে আগেই ১ সপ্তাহের ভিতরে ডেলিভারি নিশ্চিত করতো।
1231,Yes,ই কমার্স ইন্ডাস্ট্রির এবারআকাশ ভরা তারা
1232,Yes,কী সুন্দর দেখা গেল আজ খেলায়
1233,No,পোস্ট করে লাভ কি আপনারে তো আর দলে নিবে না
1234,No,টানেন পানি।পোস্ট দেন দল জিতবে।শ্রীলঙ্কার পিচের যে অবস্থা অনায়াশে দুটি সেঞ্চুরি পেতেন।শ্রীলঙ্কা থাকলে।
1235,No,তোমারে নেয় না আর তুমি এগুলো পোস্ট করে হুদাই মানুষের মজার পাত্র হবার দরকার ছিল না।
1236,No,পানি টানার জন্য শুভ কামনা রইলো
1237,Yes,"পোস্টার দেখায়া বাংলাদেশী ফ্যান বেজ তৈরি করার ধান্দা বাদ দেন।কতটুকু কার্যকর মরগান আর নারিন?চেন্নাইয়ের টিম ম্যানেজমেন্ট এর কারণে মঈন আলি চমৎকার পারফর্ম করছে করছে,আর শাকিবের মতো বিশ্বসেরা একজন প্লেয়ার বেঞ্চ গরম করছে।আপনি বাংলাদেশি না হয়ে যদি ইন্ডিয়া-ইংল্যান্ড-অস্ট্রেলিয়ান হয়তেন, তাহলে আপনাকে বলতো আব্বা আপনি খেলেন ।আমরা গর্বিত আপনি আমাদের দেশের, বাংলাদেশের প্রাণ সাকিব আল হাসান"
1238,No,বাংলাদেশীদের আর কত নিচে নামাবে এইভাবে ! বাংলাদেশি মানুষকে কখনো সম্মান করেনি ওরা আর কখনো করবেও না বিশ্বের এক নম্বর প্লেয়ার আজকে পানি দিয়ে বেড়াচ্ছে এর মত দুঃখ জনক আর কিছুই হইতে পারে না আমাদের কাছে
1239,Yes,আপনাকে তো দলে নেই না
1240,No,বাংলাদেশের বিশ্ব সেরা অলরাউন্ডার যখন ভারতে গিয়ে দাদা মশাইদের পানি টানে।
1241,Yes,যেখান ডেভিট ওয়ানার এর মত ক্রিকেটার পানি টানতে পারে। সেখানে সাকিব পানি টানলে সমস্যা কোথায়। এতে সাকিব কে অথবা আমাদের দেশকে কোনটাকেই অপমান করা হচ্ছে না।
1242,No,"পানি টানার কাজে আপনাকে বেশ মানিয়েছে, আরো ভালোভাবে প্রশিক্ষণ নেন,, সামনে বিশ্বকাপ ওখানে ভালো কাজে দিবে।"
1243,No,আপনি টি২০ তে টেস্ট খেলেন কেন? না পারলে বশে থাকবেন তাও test খেলেন না দয়া করে
1244,No,ভাই আপনি আগে দেশে আসেন না হলে করোনা ভাইরাসে মরতে হবে
1245,Yes,পানি টানা বন্ধ করে নিজের দেশের দল কে লজ্জার হার থেকে বাচান
1246,No,হালার পো হালা তুমি বাল ফালাইন্না দাস
1247,No,এই বোতল নিয়েই মাঠে দৌড়াদৌড়ি করবেন। এতে বিশ্বকাপের ভালো প্রস্তুতি হবে আশা করি।
1248,No,তোমরা সব জায়গায়ই ধান্দা করার জন্য যাও
1249,No,বাল হাচান বালখেলে।
1250,No,তুই মেডিকেলে চান্স পাছ নাই তাই তুই ক্রিকেটার
1251,No,কলকাতা থেকে আরেকটু ভালো খেলতে পারতেন।।
1252,No,আসবেন তো... এখন আপনাকে আবুল খায়েরের মুরগির খামারের পেজ থেকে আসতে বলা হলেও আসবেন কারণ আপনি তো এখন বসে বসে সময় কাটাচ্ছেন।
1253,No,আবার পানি বেচা শুরু করলি তদের মতো বেকার পোলাপাইন কাজ না থাকলে মাটি কাটা যা ১০ - ১৫ টাকার পানি বেইচা বউ কেমনে চালাবি বুকা টা বুঝে না
1254,No,ভাই খেলা বাদ দিয়া ডাক্তারি করেন কি করবে আর।
1255,Yes,দোয়া থাকল ভালো থাইকো সব সময়।
1256,No,কুত্তার বাচ্চা
1257,Yes,"অনেকেই দেখি সাকিব কে পছন্দ করে না, কিন্তু কেন?"
1258,No,"আন্নে সাকি বাল যে, আমরা জানি"
1259,No,তরে জুতা মারি
1260,Yes,", আশা করি খুব তাড়াতাড়ি লাইভ দেখা হবে"
1261,No,দালাল শালা
1262,Yes,ভালোবাসা সাকিব্বাই
1263,Yes,"কেমন,আছেন,সাকিব,ভাই"
1264,Yes,তুমি আমার জান
1265,No,ঐ বাইনচোদ
1266,No,ক্রিকেট খেলার সময়! ড্রেন থেকে বল তুলে ৩ ড্রপে বল জীবাণুমুক্ত করা জেনারেশন আমরা!আর আমাগো হেন্ডওয়াস শিখাইতে আইছে ভাই লাগতো না
1267,No,কুফাটা লাগাইছে টাঙ্গিয়া মাগি!
1268,No,চুপ সালা
1269,Yes,বস বেটিং এ মনোযোগ দেন
1270,No,তোমার মত বেঈমান এর মুখে মানায় না এই সব । তুমি কার দালাল এটা সবাই জানে।
1271,Yes,তোমার প্রতিটা উদ্যোগই আমার অসম্ভব রকমের ভালো লাগে। এক কথায় তুমি সবকিছুতেই সেরা...
1272,No,হেতে ভালা কাজ করত্ত আইছে..যা মোদিরে তেল মার..তেলবাজ
1273,No,ভাই করনায় সবার কাম কাজ নাই। আপনি যেভাবে এ্যাড টেড করতে ছেন এতে করে বাকি সবাই তো ভাতে মরবে... বাকিদের কে ১/২ টা কাজ দিয়েন সামনে ঈদ বলে কথা।
1274,No,যার একমাত্র প্রেমের ছ্যাকা খাইছে তারাই বলতে পারবে সিগারেট খায় কেন?
1275,No,"দুরহ বাল তেলবাজ।যারা নামী দামী জিনিস ছাড়া শুধু বাংলা সাবান দিয়ে হাত ধুয়ে থাকে,আল্লাহর রহমতে তারা ভালোই আছে।"
1276,Yes,ভাইয়া হ্যান্ডওয়াস কিনার টাকা নাই!
1277,No,আর ভারতে যাইয়া পুজোর উদ্বোধন করে আসো
