No.,Social_acceptance,Comment
3179,Yes,ওনি শিক্ষামন্ত্রী হয়ে সব অাপডেট করে শিক্ষা ব্যবস্হা একদম ধ্বংসের মুখে ঠেলে দিচ্ছেন। যেখানে গণহারে অটোপাস দিয়ে অাবার সেই রেজাল্ট দিয়ে যোগ্যতা যাচাই করা হয় ফ্যাক্ট গুচ্ছ এক্সাম
3180,Yes,",,,,উনার একটা বিশ্লেষণ পছন্দ হয় নাই, উনাকে যে বলা হলো, তোমার বাবা মায়ের নাম মুসলিম তোমার নাম কেনো হিন্দু নাম।এটা দ্ধারা তিনি সংখ্যালঘুকে টেনে আনার মানে কি????আরেকটা হলো, উনি বললেন , আওয়ামীলীগের সম্পর্কে আগে জেনে , তারপর রাজনীতি করতে, যদি কেউ আওয়ামীলীগেরর মূল আদর্শকে বুঝে, রাজনীতি করতে চায় , তাহলে তাকে সর্বপ্রথম আওয়ামীলীগের বিরোদ্ধে আন্দোলন করতে হবে।"
3181,Yes,এতো দিন পর আপার নাম নিয়ে আমার দোয়াসা কেটে গেল।
3182,Yes,সবই বুঝলাম কিন্তু আপনার বাবা নেতা না থাকলে আপনি সেই সময় পদও পেতেন না । আবার এখন এই পর্যায়েও আসতে পারতেন না । পরিবারতন্ত্র থেকে বের হতে আমরা কখনোই পারব না।
3183,Yes,পোস্ট পড়ার সময় নাই।কিন্তু মোরাল এই টাই-যাকেই শিক্ষা মন্ত্রী বানানো হয় সেই গোবর গণেশ হয়ে যায়
3184,Yes,"আমার মতে, রাজনীতিতে জনপ্রতিনিধিদের ও নিন্মতম পলিটিক্যাল পড়াশুনার ব্যকগ্রাউন্ড থাকা জরুরী। তাহলে হয়তো-বা দেশে এ-তো অরাজকতা চলতো না! আজকাল ব্যবসায়ীরা, সেনারা, সহ বিভিন্ন পেশাজীবিরা রাজনীতিতে থাকায় প্রত্যেকটা ডিপার্টমেন্ট ই দূর্নীতিতে ভরে গেছে!"
3185,Yes,"রাজনৈতিক পরিবেশ,সাংস্কৃতিক পরিবেশ শব্দগুলো শুনে বুকে কেমন একটা শূন্যতা তৈরী হয়!"
3186,Yes,আপনার বিয়ের ব্যাপারে তো কিছু বললেন না
3187,Yes,এমন এক শিক্ষামন্ত্রি আছে বলেই আজ শিক্ষার্থীরা বাঁশ খেতে পারতেছে একদিকে অটোপাশ আরেক দিকে গুচ্ছ পদ্ধতিতে প্রাথমিক বাছায়!!
3188,Yes,"ভাইভা বোর্ডে সংখ্যালঘুদের কম নম্বর দেয়া হয়না । বরং বেশি দেওয়া হয়। আপনাকে কম দেওয়া হয়েছে সম্ভবত আপনার পাকনামির জন্য। ""দিপু মনি"" হিন্দু নাম না বাংলা নাম। উত্তর টা এভাবে না দিয়ে অন্য ভাবেও দেওয়া যেতো।"
3189,Yes,"আজ নাহিদ কাকু বেচেঁ থাকলে এসব হতে দিতনা গত বছরে স্কুল , কলেজ,বিশ্ববিদ্যালয় যাওয়ার সুযোগ করে দিত"
3190,Yes,আহারে এদের রাজনীতি একপেশে!
3191,Yes,হলে সবাই মিলে ছাত্রলীগের মিছিল সে এক অন্য রকম উদ্দীপনা।।
3192,Yes,প্রথম দুইতিন লাইন পড়েই বুঝলাম স্টোরিটা অতিরঞ্জিত।। । আর রাজনীতিকে আপনারা ই যে পলিটিক্স করে তুলছেন সেটা কয়েক বছরে ই বুঝলাম।।
3193,Yes,এসব মোটিভেশন মার্কা কথা আপনার মুখে মানায় না। কারন এই মোটিভেশন প্রয়োগ করার পরিবেশটাই আপনারা নষ্ট করে ফেলেছেন। এই নষ্ট রাজনীতি ঘৃণা করি। এইসব নাম কা ওয়াস্তে মোটিভেশন তখন দিবেন যখন আরেকজন ডাক্তার চাইলেই একজন স্বচ্ছ রাজনীতিবিদ হওয়ার পরিবেশ ফিরে আসবে।
3194,Yes,নামের শেষে সরকার নিয়ে আমিও সমস্যায় পড়েছি অনেক তারপর আবার সৌরভ আমার এক ক্লাসমেট দুই বছর পর জেনেছে নাকি আমি মুসলিম এতোদিন হিন্দু জানত
3195,Yes,লাতিফুর রহমান কিরন
3196,Yes,"আচ্ছা, ঠিকাছে.."
3197,Yes,অনেক চেষ্টা করেও বুঝতে পারলাম না দীপু আন্টির শাড়িতে কি লেখা আছে..
3198,Yes,আমাদের দাবিগুলো নিয়ে কাল রাজপথে নামছি আমরা সবাই যোগ দিন বেলা ১১ টায় সোহরাওয়ার্দী মেডিকেলের বিপরীতে।
3199,Yes,জনগণের ভোটাধিকার প্রয়োগ করার সুযোগ দিন। যেই দেশে রাতের আঁধারে ভোট হয়ে যায় সেই দেশে তরুণরা রাজনীতি থেকে সরে যাবে এটাই স্বাভাবিক।
3200,Yes,"হ্যাঁ, নাম নিয়ে আমিও ঝামেলায় আছি। সুযোগ পেলেই সবাই বচ্চন লাগিয়ে দেয় নামের পাশে। আর ""তোর ঐশ্বরিয়া কই"" জিজ্ঞেস করতে তো একটুও দ্বিধাবোধ করেনা"
3201,Yes,লাল শাড়ি পড়িয়া কন্যা....
3202,Yes,আমার জান
3203,Yes,এ আরেক ভণ্ড। প্রথম প্রথম ভালো ভাবতাম।
3204,Yes,"আমিও নাম সংক্রান্ত সমস্যার মুখোমুখি হই সবাই বলে ""তুমি কি হিন্দু?? """
3205,Yes,"এতো বড় ঋষির রাতের ভোটে এম্পি হতে হয়ে।কি আপচুস,,কি আপিচুস,,গাতির মেধার মূল্লায়ন করলো।ভালো রাজনীতিবিদ বা ভালো নেতার আগে কি সৎ হওয়াটা জুরুরি নয়।অন্তত রাতের নির্জনের নিজের কাছে নিজে সৎ।এ রকম হলে অন্ততঃ দিনের ভোট রাতে হয় না।"
3206,Yes,"এতো কিছু চিন্তা করেই হয়তো তিনি স্কুল কলেজ খুলছেন না। এটাও একটা পলিটিক্স, যাক বাবা ফ্রি-তে একটা পলিটিক্স শিখে ফেললাম"
3207,Yes,দীপু মনি খালামনি
3208,Yes,এই লেখা টাই আমাদের চোখে আঙুল দিয়ে দেখিয়ে দেয় যে একটি দেশ চালাতে হলে কত টা দরকার। অন্যান্য মন্ত্রণালয়ে অশিক্ষিত এমপি উৎখাত করে শিক্ষিত মন্ত্রী থাকলে বাংলাদেশে আরো ১০বছর এগিয়ে যেতো।
3209,Yes,"উনি নিজের ক্যারিয়ার গড়েছেন ঠিকই,তবে শিক্ষাপ্রতিষ্ঠান বন্ধ করে লাখো শিক্ষার্থীদের ক্যারিয়ার ডুবাচ্ছেন।অবিলম্বে বিশ্ববিদ্যালয় খুলে দেয়ার দাবী জানাচ্ছি।"
3210,Yes,মাথার ঐই সাদা চুল গুলো কালি দিয়ে কালি করাইলে আর একটু যুবতী -যুবতী লাগতো
3211,Yes,এত নীতি কথার ভেলকি অথচ দেশের মানুষের অধিকার হরণ করে রাতের ভোটের এমপি অত:পর মন্ত্রী
3212,Yes,দিপু আন্টি যে মুসলিম তা আজ জানতে পারলামএটা কেবল সম্ভব হয়েছে পাবলিকিয়ান গ্রুপের কারণে । ধন্যবাদ
3213,Yes,বাটপার
3214,Yes,"জ্বি জ্বি স্যার আমরা বুঝতে পেরেছি পরিস্থিতি খুবই খারাপ স্কুল কলেজ বন্ধ রাখাই ভালো, তবে স্যার, সামাজিক দূরত্ব বজায় রেখে সত্য কথা গুলো বললে ভালো হইতো না কি???"
3215,Yes,"লজ্জা থাকার দরকার,"
3216,Yes,অটো পাসের দরকার নাই।
3217,Yes,"পেছনে ই মাস্ক ছাড়া পাবলিক দাড়িয়ে আছে,"
3218,Yes,ভানুর কৌতুক টিনের বাক্সে ১২ টাকা্। আপনারা বসে বসে ভাবতে থাকুন্
3219,Yes,অনতিবিলম্বে অটো পাস চাই দ্বিতীয় কোন কথা হবে না সবাই আওয়াজ তুলুন অটো পাস অটো পাস
3220,Yes,অাপনার মতো একজন শিক্ষামন্ত্রীর পদত্যাগেও অামাদের কোনো ক্ষতি হবে না। ছোট থেকে এতো কষ্ট করে পড়াশোনা করে অাসলাম। শেষ সময়ে এসে সপ্নগুলো ভেঙে চুরমার হচ্ছে অাপনার মতো একজন মানুষের জন্য। শিক্ষার্থীদের শিক্ষাজীবন নিয়ে খেলা বন্ধ করুন।
3221,Yes,দীপু আপার জয় হোক...!!! দেশ ও জাতির কল্যাণে অটো পাশের বিকল্প নাই।
3222,Yes,আমাদের যৌবন লকডাউনেই শেষ হবে!
3223,Yes,লজ্জা হওয়া উচিত... এর নাম শিক্ষা ব্যবস্থা???
3224,Yes,অটোপাস দেন আফা। এর চেয়ে বড় বিকল্প আর হতে পারে না
3225,Yes,টাকা নেওয়া ত বন্ধ নেই। আগে শুনতাম কাজ নেই মাইনে নেই। এখন দেখছি স্কুল বন্ধ কিন্তু মাইনে ঠিকই নিচ্ছে।আরো কি সুন্দর ব‍্যাবহার।
3226,Yes,ছাত্র শিক্ষকদের আর কত ক্ষ‌তি কর‌লে বড় ধর‌ণের ক্ষ‌তি হ‌বে না ? নি‌জের অজ্ঞতার ব‌লিদান অন‌্যকে দেওয়া ঠিক না
3227,Yes,"একসাথে এতগুলা লোক লইয়া সংবাদ সম্মেলন করলে সমস্যা নাই, সমস্যা খালি স্কুল-কলেজে গেলেই হবে"
3228,Yes,জাতীয় বিশ্ববিদ্যালয় কি করবে
3229,Yes,আমাদের মন্তীদের পেছনে তাকালেই দেখাযায় করোনা তাদের পেছনে লেগে আছে।২টা কথা বোলতেও ৭১ জন লোক লাগে
3230,Yes,শিক্ষাবর্ষ পিছিয়ে দিলে ভালো হবে
3231,Yes,অনার্স পড়ুয়া পোলাপান কি করবে??
3232,Yes,অনার্স শিক্ষার্থীদের জন্য কি কোন চিন্তা আছে??? আমার তো মনে হয় কোন চিন্তা নাই। এই অবহেলা নিয়ে পড়াশোনাইতো করা যাবে না।
3233,Yes,"পরিস্থিতি আরো প্রতিকুলে যাওয়ার আগেই ৭ দিনে ২ শিফট করে পরীক্ষা নিয়ে নেওয়া উচিত,। ৭৫ মার্ক করে, প্রতি বিষয়,।৷। এই মাসের শেষ সপ্তাহ বা আগামী মাসের প্রথম সপ্তাহের মধ্যে সরকার নিতে পারলেই লাভ,।।"
3234,Yes,এস এস সি ও এইচএসসি পরীক্ষার ব্যাপারে সাফ সাফ জানিয়ে দিন দয়া করে। আমার মেয়ে এইচএসসি পরীক্ষা দিবে। প্রাইভেট পড়াতে পড়াতে আমাদের দেউলিয়া হবার যোগাড়। ঢাক ঢাক গুর গুর না করে ঝেড়ে কাশুন। ছাত্র ছাত্রীদের সাথে সাথে আমাদেরও স্বস্তি দিন।
3235,Yes,থেকে ঝুঁকিপূর্ণ তো আপনি হয়ে গেছেন
3236,Yes,এভাবে কত দিন?
3237,Yes,"চাকরির নিয়োগের জন্য মেয়াদ বাড়াতে হবে,লকডাউনের নাম করে কোন সার্কুলার নেই,নেই কোন পরীক্ষা। এইদিকে অনেকের বয়স পাড় হয়ে যাচ্ছে।প্রতিযোগিতামূলক এই সময়ে এতগুলো মেধাবী ছাত্রের জন্য পর্যাপ্ত সার্কুলারের অভাবে অনেক মেধাবীরা অবহেলায় ঝড়ে পড়বে"
3238,Yes,দাদা গাছ কাটে দাদি পানির মত দেখে।
3239,Yes,শিক্ষাব্যবস্থার গোয়ামারা সারা
3240,Yes,পরীক্ষার বিকল্প একটাই আর সেটা হলো অটো পাস। এতো আবার নতুন করে নাটকের কি দরকার
3241,Yes,শুধু এস এস সি এইচ এস সি নিয়েই পড়ে থাকেন না মাননীয় মন্ত্রী মহোদয়া মাস্টার্স পড়ুয়াদের দিকেও নজর দেন এদের তো বয়স শেসের দিকে
3242,Yes,সমস্যা নাই একসাথে বিয়ে করে ছেলে মেয়ে বউ সহকারে আবার এক ক্লাসে গিয়ে ভর্তি হবো ততদিন পর্যন্ত আপনার দীর্ঘায়ু কামনা করছি!
3243,Yes,মন্ত্রী হয়ে মূর্খের মত কথা বলা। এইটা কাম্য নয়
3244,Yes,অটো পাশ চাই
3245,Yes,চিন্তা করতে করতে বছর চলে গেলো
3246,Yes,এবার অটোপাশ দিয়ে শিক্ষালয় খুলেদেন
3247,Yes,"চাছি, সরকারি চাকরিতেও অটোপাশ এর ব্যবস্থা করেন প্লিজ"
3248,Yes,আর ভালো লাগে না৷ এখন পুরাই বিরক্তিকর।
3249,Yes,এই চিন্তাভাবনা এসএসসি ও এইচএসসি পরীক্ষার্থীদের বাচ্চা-কাচ্চা হওয়ার পরেও চলতে থাকবে
3250,Yes,চোদানিরে কে শিক্ষা মন্ত্রী বানাইছে।
3251,Yes,আফসোস
3252,Yes,"শুধু এস এস সি ও এইচ এস সি শিক্ষার্থীদের নিয়ে পড়ে থাকলে হবে, তারা ছাড়াও দেশে অনার্স মাষ্টার্স শিক্ষার্থী আছে তাদের দিকে দেখেন, সবাই শিক্ষার্থী তাই কেউ সুবিধা পাবে আর কেউ সুবিধা পাবে না তা হবে না। সবাইকে সমান অধিকার দিতে হবে।"
3253,Yes,যা করার তাড়াতাড়ি করুন শিক্ষার্থীরা আর এক ক্লাসের পড়া পড়তে চাইছে না
3254,Yes,কুড়ি ক্যানরে! বিশ বলা যায়না?
3255,Yes,অনার্স কি বসে বসে মুড়ি খাবে?
3256,Yes,আপনার কথা আর কাজে মিল নাই
3257,Yes,শিক্ষা ব্যাবস্থার ১২ টা বেজে গেছে।।এখন আর সুনাগরিক গড়ে উঠবে না।পাব্জি আর ফ্রিয়ার সোলজার গড়ে উঠবে দেশে?পাকিস্তান নিয়ে গেছে সোনার ক্ষনি আর বজ্ঞদেশে রেখে গেছে চুরের ক্ষনি।।এই অবস্তা যদি আজ শেখ মুজিব বেচে থাকতে দেখতেন তিনি নিজেই দেশ ত্যাগ করতেন।।
3258,Yes,দুষ্ট লোকের মুখে মিষ্টি কথা থাকে। এসব আবার বাঙালী কম বুঝে মিডিয়ার সামনে এসে কান্না কাটি করলে হাঁটু বাঙলে কান নষ্ট হলে বাঙালী র আবেগ বেরিয়ে আসে তাই যে যেভাবে পারছে মিষ্টি বুলি আওরাচ্ছে
3259,Yes,এই মন্ত্রীটার জিরো লেভেলের ও সৃজনশীলতা নাই। কতকগুলো মুখস্থ কথাবার্তা অাউড়াচ্ছে।
3260,Yes,আপনি ৬ বছর আগে কই ছিলেন?
3261,Yes,আমি গত দুইবছর ধরে এই মহিলার নিউজ খুব মনোযোগ দিয়ে দেখি। আমি আমার ধৈর্য আর সহ্যশক্তির পরীক্ষা করি যে কতটা ধৈর্য আর সহ্যশক্তি থাকলে একটা মানুষ কমেন্টে গালি দেয় না।
3262,Yes,এসবে কি করোনা কি থেমে আছে?
3263,Yes,একাল সেকালে আপনার একটা সাফল্যের কথা বলেন তো ? মন্ত্রী তো দুবার হলেন
3264,Yes,উনার মাথার মগজের উত্তর দিকে ক্যান্সার ধরা পড়েছে। অধিক অসুস্থতার কারনে ক্যামেরা দেখলেই উল্টো পাল্টা পাগলের মতো যা খুশি বলে দিয়ে চলে যায়।
3265,Yes,"এত কাছাকাছি হয়ে বিবৃতি দেয়া হচেছ, করোনার কোন দূরত্ব নাই।কেউ কি বলবেন? করোনা না নাটক। একটা টকশো হলে অনেক সমাধান বের হতো আলোচনার মাধ্যমে।"
3266,Yes,"জোর গলায় আওয়াজ তুলি, অটোপাস মুক্ত দেশ গড়ি ।"
3267,Yes,পাগলের ঘরের পাগল এখন যে সংবাদ সম্মেলন করতেছ এই জাগায় কি করোনা নাই
3268,Yes,উনার পদত্যাগ করা দরকার
3269,Yes,নকল (অটো) পাস মন্ত্রী নকল (অটো) পাস জাতি
3270,Yes,মিথ্যা কথা শুনতে শুনতে এখন ঘেন্না লাগে। একটি প্রজন্মকে নীরবে হত্যা করা হচ্ছে।
3271,Yes,এজন্যই তো আমরা ছেলেরা আপনাকে এত এত এত ভালোবাসি
3272,Yes,আপনাকে বকে শুধু শুধু মুখ নষ্ট করতে চাই না খালা
3273,Yes,"বা*া আমাদের এ্যাডমিশন এর স্টুডেন্ট দের কি বুকা*দা মনে হচ্ছে?যা মন চাচ্ছে তাই খেলতেছেন।না পারতেছি কোনো কাজ কাম করতে,না পারতেছি ঘুরে বেড়াতে,না পারতেছি গন্তব্যহীন পড়াশোনা করতে।আরে কিছুতো একটা করবেন নাকি।বসে বসে পোলাপান কি বা* ফেলবে?"
3274,Yes,ছি ছি এগুল কি কথা। এতো কিছু চলে পরীক্ষা চলে না।আমার মতামত পরীক্ষা হোক।
3275,Yes,সব নাটক ঈদের আগেই রিলিজ হয়ে গেল
3276,Yes,অটোপাস দিয়া আর নাম কইরেন না স্কুলে স্কুলে সেন্টার দিয়া দেন তারপর পরীক্ষা নেন।
3277,Yes,"করোনা যাবে না, দয়া করে স্বাস্থ্যবিধি মেনে প্রতিদিন একটি করে শ্রেনীর ক্লাস চালু করুন"
3278,Yes,আমার ভাই দিন রাত এক করে পড়াশোনা করতেছেএই নিউজ দেখে সে heart attack করতে চাচ্ছে অটো পাস দেওয়া মানে আলু কচু এক করে ফেলা
3279,Yes,আমরা অটোপাস চাই না ।স্বাস্থ্য বিধি মেনে শিক্ষাপ্রতিষ্ঠান খুলে দেওয়া হোক।
3280,Yes,আমাদের টাকায় এই শিক্ষা মএীর ছেলে মেয়ে বিদেশে লেখাপড়া করে।আর তিনি সরকারের চামচামি করে স্কুল বন্ধ রেখে আমাদের ছেলেমেয়েদের বিড়ি খোর বানাচ্ছে। আর তাদের হাতে তুলে দিচ্ছে পাবজি আর ফিরিফায়ার।একটার পর একটা বাহানা দিয়ে জাচছে সে।হায়রে বাঙালি নিজের টাকায় শিক্ষা মএীর ছেলে মেয়ে মানুষ করছে আর নিজের সন্তান গাজাখোর বিরিখোর হচ্ছে।
3281,Yes,ইস্কুল কলেজ নাইট ক্লাব করে দিন তাহলে করনার ভয় নাই
3282,Yes,সুবহানাল্লাহ
3283,Yes,আপনি অনেক ভালো মনের মানুষ..!আপনার জন্য দোয়া রইলো...
3284,Yes,ভাই আল্লাহ আপনাকে কবুল করুক।।।
3285,Yes,আল্লাহু আকবার
3286,Yes,রব আমাদের না চাইতেই কতো কি না দিয়েছেন যা কল্পনার বাহিরে। তার কতো নেয়াম। যার কিছুই অস্বীকার করার মতো না।
3287,Yes,নাই অস্বীকার করার মতন কোনো জিনিসই নাই
3288,Yes,"আমি চাই আপনি জাতীয় নেতা হোন,সারাদেশ যেন আপনার চোয়া পায়,আমি চাই আপনি টেকনাফ থেকে তেতুলিয়া সারাদেশেই বিচরণ করুন।।"
3289,Yes,"আমার আল্লাহর কাছে সবচেয়ে প্রিয় সুরা,আর -রহমান।কেয়ামত এর দিনে আল্লাহ সয়ং নিজেই এ সুরা পাঠ করবে,,"
3290,Yes,লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ (সাঃ)
3291,Yes,আলহামদুলিল্লাহ আল্লাহ তাআলা আমাদেরকে বুঝ দান করুক
3292,Yes,আসসালামু আলাইকুম আপনার জন্য দুয়া করি আপনি ভালো হয়ে উঠোন ???
3293,Yes,"ক্ষমা করার অভ্যাস গড়ে তোল সৎ কাজের আদেশ দাও,এবং মূর্খ জাহেলদের থেকে দূরে থাকো।[সূরা আরাফ-১৯৯]"
3294,Yes,মহান আল্লাহর কোন নিয়ামতকে অস্বীকার করার উপায় নেই।।। আল্লাহু আকবার
3295,Yes,রাব্বি কুমা তুকাযযিবান
3296,Yes,ফাবিয়ায়্যি আলা ইউরাব্বিকুমা তুকাজ্জিবান
3297,Yes,আপনার মত মানুষের এই পৃথিবীতে বড়ই প্রয়োজন।মানব সেবায় নিজেকে আত্মনিয়োগ করেছেন।আল্লাহ আপনাকে সব সময় সুস্থ রাখবেন এই দোয়া করি।দিন শেষে একটু নিজের যত্ন নিয়েন।
3298,Yes,"সুবহানাল্লাহ! আল্লাহর নিয়ামত অস্বীকার করার কোন সুযোগ নেই আমাদের। রাসুল সা. বলেন, ‘দুটি নেয়ামত এমন আছে যাতে বেশির ভাগ মানুষই ঠক খায়। তার একটি হলো স্বাস্থ্য, অপরটি হচ্ছে অবসর সময়।’ (সহিহ বুখারি : ৬৪১২)"
3299,Yes,"কড়াইল বস্তি।মহান আল্লাহর সৃষ্টি কোন বস্তুকেই অস্বীকার করার কোন উপায় নেই,,।"
3300,Yes,সুবাহান আল্লাহ
3301,Yes,জাতির গর্ব তুমি
3302,Yes,ফাবি আয়্যি আ’লা ই রব্বী কুমা তুকাজযিবান.!
3303,Yes,"আপনার শারীরিক অসুস্থতা নিয়ে ফেসবুকে তোলপাড়,আশা করি বিষয়টি খোলাসা করবে,আপনার শারীরিক সুস্হতা কামনা করছি।"
3304,Yes,আল্লাহ রাব্বুল আলামিন আমাদের গোনাহ মাফ করুন।
3305,Yes,ফাবি আইয়ি আলা ই রাব্বিকুম মাতু কাজ্জীবান অর্থ তোমড়া তোমার রবের কোন কোন নেয়ামাত কে অস্বীকার করবে মহান আল্লাহ পাকের কি অসাধারণ কথা সুবহানাল্লাহ শুরা আর রহমান
3306,Yes,আসসালামু আলাইকুম।আমি রাউজান থানার 4 নং গহিরা ইউনিয়নের 3 ওয়ার্ডের স্থায়ী বাসিন্দা। আমার বোনের বিয়ে হয়েছিল 2014 সালে। তার একটি মেয়ে আছে 6 বছরের। বিয়ের পর থেকে শ্বশুর বাড়ির সবাই অনেক নির্যাতন করে আমার বোনের উপর। তারপরও ধৈর্য্য ধরে সংসার করেছিল। এরমধ্যে আমার বোনের জামাই আরেকটি বিয়ে করে পলাতক আছে। সাত মাস ধরে তার বউ বাচ্চার কোন খোঁজ খবর নেই না। আমরা এখন খুব অসহায়। এ অবস্থায় আপনার সাহায্যে চাই আমার পরিবার।
3307,Yes,"আমি তো ভারতীয়,ছোট বেলা থেকেই বাংলাদেশ আমার আবেগ,ভালোবাসা। আমি কি পারবো না তোমার সাথে দেখা করতে,বাংলাদেশ যেতে,তোমার সাথে আমার,আমাদের কি ভাবে দেখা হবে দাদা.?এই ভাবেই হারিয়ে ফেলবো তোমার মতো একজন জীবিত ভগবান কে। তোমার ছবি তে এত ভালোবাসা দেয় সবাই,আমার কমেন্টস টাই হারিয়ে যাবে এত কমেন্টস এর মাঝে।তোমার সাথে দেখা করার স্বপ্ন নিয়ে এই অচেনা পৃথিবীতে একদিন মরেই যাবো,জানতেও পারবা না দাদা। দাদা এই ভাবেই সবার পাশে থেকো,তুমিও ভালো থেকো। আমি তোমাকে কাছের থেকে চাই।একবার যদি তোমার পা ধরে প্রণাম করতে পারতাম দাদা।"
3308,Yes,- পেইজ থেকে ঘুরে আসার আমন্ত্রণ রইল
3309,Yes,সবচেয়ে শুনতে ভালো লাগে এই বাক্যটা ৷ ফাবি আইয়ে আলা ইয়া রাব্বিকুমা তুকাজ্জিবান
3310,Yes,"আসসালামু আলাইকুম। একটি মানবিক সাহায্যের আবেদন। চাঁদপুর মতলব উত্তর থানার লুধুয়া গ্রামের কৃতি সন্তান অত্যন্ত কাছের ছোট ভাই রক্ত সংগঠনের মত এমন আরও অনেক সংগঠনে সে জড়িত আছেন, মানুষের বিপদে পাশে দাঁড়িয়েছেন মোঃ ইব্রাহিম, দীর্ঘবছর যাবৎ মাথায় রক্ত জমাট জনিত কারণে অসুস্থ আছেন ভারতে একাধিকবার চিকিৎসার নিয়েছেন যার ফলে অনেক অর্থ ব্যয় হয় কিছুদিন ভালো থাকার পর এখন আবার সেই একই সমস্যার সম্মুখীন হয় বর্তমানে তিনি ন্যাশনাল ইনস্টিটিউট অব নিউরো সায়েন্সেস হাসপাতালে আছেন এমতাবস্থায় তার চিকিৎসার জন্য অনেক অর্থের প্রয়োজন হয় যা তার ফ্যামিলির একা বহন করা সম্ভব না। প্রবাসী ভাই ও বিভিন্ন সংগঠন এবং সকল শ্রেণীর লোকদের দৃষ্টি আকর্ষণ করছি যে আপনাদের সামর্থ্য অনুযায়ী আর্থিক ভাবে সাহায্য করুন।অভিভাবকের নাম্বার 01861952045 (বিকাশ)"
3311,Yes,"মরিতে চাহিনা আমি এই সুন্দর ভুবনে!! ইসলামে আত্মহত্যার অনুমতি থাকলে অনেক আগেই তা করে ফেলতাম!!!!আসসালামু আলাইকুম,আরজে কিবরিয়া ভাই।২০০৪ সালে আমি শারীরিক অসুস্থতার কারণে বিদেশ থেকে চলে আসতে হয়। এরপর বাংলাদেশের শেয়ার বাজার এ ইনভেস্ট করে 2010 সালে অনেক টাকা ক্ষতিগ্রস্ত হই। 2018 সালে আমার হাটে দুইটি ব্লক ধরা পড়ে ধারদেনা করে দুটি ব্লকেরএকটিতে রিং লাগানো হয,টাকার অভাবে আরেকটি ব্লকে রিং লাগাতে পারেনি়। বর্তমানে ব্লক থাকার কারনে মাঝেমধ্যে ভীষণ সমস্যা হয়।বর্তমানে আমার 2 মেয়ে , 2ছেলে, আমি,আমার ওয়াইফ এবং আমার মা কে নিয়ে নিদারুণ কষ্টের মধ্য দিয়ে দিনানিপাত করছি। আমার বর্তমান বয়স 45 বছর। বেশি বয়স এবং শিক্ষাগত যোগ্যতা কম হওয়ার কারণে চাকরি-বাকরির চেষ্টা করে ও জোগাড় করতে পারেনি। আমার ওয়াইফ অল্প পরিসরে কিছু সেলাই কাজ করে যার দরুন পরিবার পরিজন নিয়ে কোনদিন আধবেলা আবার কোনদিন একেবারে না খেয়ে জীবন যাপন করছি। তাও আমার ওয়াইফের একটি বড় অসুখ দেখা দিয়েছে যার জন্য অপারেশন প্রয়োজন যা টাকার অভাবে করাতে পারছি না। শারীরিক অসুস্থতার কারণে সেও এখন আগের মত সেলাই কাজ করতে পারছে না।এক সময় অনেক মানুষকে সাধ্য অনুযায়ী সাহায্য সহযোগিতা করেছি।কিন্তু নিজের পরিবারের জন্য সাহায্যের প্রয়োজন হবে এমন কল্পনাতেও ভাবিনি।আশেপাশের অনেক মানুষ অনেক সাহায্য সহযোগিতা পেলেও আত্মসম্মানের ভয়ে কাউকে কিছু বলতে পারেনি। জানিনা সামনের দিনগুলো কিভাবে চলবে। ইউটিউবে আপনার ভিডিওগুলো দেখে একটু আশান্বিত হয়ে আপনাকে এই মেইলটি করা।বর্তমানে আমার একটি চাকরি এবং কিছুদিন চলার মত রেশনের ভীষণ প্রয়োজন।ধন্যবাদান্তেমোহাম্মদ মহসিন01727-305288"
3312,Yes,ফাবি আয়্যিআলা ই রাব্বিকুমা তুকাজ্জিবান -তোমরা তোমার রবের কোন কোন নিয়ামতকে অস্বীকার করবে?
3313,Yes,"ফারাজ করিম চৌধুরী ভাই আপনার দৃষ্টি আকর্ষণ করছি, এই মুসলিমের সংকটময় সময়ে আপনার সাহায্য কামনা করছে দেশের মুসলমানরা।রংপুরের প্রিয় দ্বীনি অাদ ত হা অাবু অাদনান ভাই সহ তার সফর সঙ্গী অারো তিনজন গত বৃহস্পতিবার থেকে নিখোজ। অাদনান ভাইয়ের স্ত্রী নিরুপায় হয়ে পুলিশের কাছে গিয়েও পায়নি কোনো সহযোগিতা,দেশের কোন মিডিয়া এই বেপারে কোন নিউজ করতেছে না,এমতাবস্থায় আমরা আদ ত হা আবু আদনান ভাইয়ের স্ত্রীর পক্ষ হতে আপনার নিকট সাহায্য প্রার্থী।"
3314,Yes,সুবহানাল্লাহ! আমার মাওলার কোন কেয়ামতই অস্বীকার করার কারো সাধ্য নাই
3315,Yes,সুবহান আল্লাহ্
3316,Yes,সুবহানাল্লাহ।
3317,Yes,মাশাআল্লাহ অনেক ভালো লাগলো আপনার এ পোস্ট টা দেখে। দোয়া ও ভালোবাসা আপনার জন্য। আল্লাহ আপনাকে উত্তম বিনিময় প্রদান করুক আমিন।
3318,Yes,তাবারাকাস্মু রাব্বিকা জিলযালালি ওয়াল ইকরাম।
